Class,File,Duration (s),Sample Rate,Channels
Belly or Physical pain,D3_Belly_or_Physical_pain_0682.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0683.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0684.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0685.wav,3.48,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0686.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0687.wav,1.44,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0688.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0689.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0690.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0691.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0692.wav,1.53,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0693.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0694.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0695.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0696.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0697.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0698.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0699.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0700.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0701.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0702.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0703.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0704.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0705.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0706.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0707.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0708.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0709.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0710.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0711.wav,3.69,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0712.wav,3.21,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0713.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0714.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0715.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0716.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0717.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0718.wav,3.12,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0719.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0720.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0721.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0722.wav,3.78,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0723.wav,1.35,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0724.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0725.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0726.wav,1.14,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0727.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0728.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0729.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0730.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0731.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0732.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0733.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0734.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0735.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0736.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0737.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0738.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0739.wav,3.51,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0740.wav,1.53,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0741.wav,1.47,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0742.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0743.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0744.wav,3.81,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0745.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0746.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0747.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0748.wav,1.47,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0749.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0750.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0751.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0752.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0753.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0754.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0755.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0756.wav,3.45,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0757.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0758.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0759.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0760.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0761.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0762.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0763.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0764.wav,3.69,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0765.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0766.wav,3.24,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0767.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0768.wav,3.21,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0769.wav,1.44,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0770.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0771.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0772.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0773.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0774.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0775.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0776.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0777.wav,1.47,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0778.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0779.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0780.wav,3.78,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0781.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0782.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0783.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0784.wav,1.35,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0785.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0786.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0787.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0788.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0789.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0790.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0791.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0792.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0793.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0794.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0795.wav,3.51,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0796.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0797.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0798.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0799.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0800.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0801.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0802.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0803.wav,6.96,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0804.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0805.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0806.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0807.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0808.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0809.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0810.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0811.wav,1.08,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0812.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0813.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0814.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0815.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0816.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0817.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0818.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0819.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0820.wav,1.29,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0821.wav,2.94,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0822.wav,3.48,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0823.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0824.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0825.wav,3.48,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0826.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0827.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0828.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0829.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0830.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0831.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0832.wav,6.48,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0833.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0834.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0835.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0836.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0837.wav,3.27,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0838.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0839.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0840.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0841.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0842.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0843.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0844.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0845.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0846.wav,1.44,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0847.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0848.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0849.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0850.wav,3.21,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0851.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0852.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0853.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0854.wav,6.93,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0855.wav,3.69,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0856.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0857.wav,3.69,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0858.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0859.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0860.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0861.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0862.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0863.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0864.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0865.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0866.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0867.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0868.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0869.wav,3.03,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0870.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0871.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0872.wav,3.87,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0873.wav,3.36,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0874.wav,3.72,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0875.wav,1.41,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0876.wav,1.32,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0877.wav,1.47,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0878.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0879.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0880.wav,6.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0881.wav,3.3,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0882.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0883.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0884.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0885.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0886.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0887.wav,2.07,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0888.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0889.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0890.wav,3.33,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0891.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0892.wav,6.51,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0893.wav,4.98,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0894.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0895.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0896.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0897.wav,6.54,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0898.wav,1.38,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0899.wav,3.39,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0900.wav,3.9,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0901.wav,3.99,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0902.wav,3.81,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0903.wav,2.85,16000,1
Belly or Physical pain,D3_Belly_or_Physical_pain_0904.wav,1.5,16000,1
Burping,D1_Burping_0001.wav,6.94,16000,1
Burping,D1_Burping_0002.wav,6.92,16000,1
Burping,D1_Burping_0003.wav,6.92,16000,1
Burping,D1_Burping_0004.wav,6.9,16000,1
Burping,D1_Burping_0005.wav,6.74,16000,1
Burping,D1_Burping_0006.wav,6.78,16000,1
Burping,D1_Burping_0007.wav,6.66,16000,1
Burping,D1_Burping_0008.wav,6.66,16000,1
Burping,D1_Burping_0009.wav,6.66,16000,1
Burping,D1_Burping_0010.wav,6.96,16000,1
Burping,D1_Burping_0011.wav,6.78,16000,1
Burping,D1_Burping_0012.wav,6.88,16000,1
Burping,D1_Burping_0013.wav,6.86,16000,1
Burping,D1_Burping_0014.wav,6.88,16000,1
Burping,D1_Burping_0015.wav,6.64,16000,1
Burping,D1_Burping_0016.wav,6.78,16000,1
Burping,D1_Burping_0017.wav,6.78,16000,1
Burping,D1_Burping_0018.wav,6.78,16000,1
Burping,D1_Burping_0019.wav,6.78,16000,1
Burping,D1_Burping_0020.wav,6.78,16000,1
Burping,D1_Burping_0021.wav,6.72,16000,1
Burping,D1_Burping_0022.wav,6.78,16000,1
Burping,D1_Burping_0023.wav,6.78,16000,1
Burping,D1_Burping_0024.wav,6.94,16000,1
Burping,D1_Burping_0025.wav,6.92,16000,1
Burping,D1_Burping_0026.wav,6.86,16000,1
Burping,D1_Burping_0027.wav,6.94,16000,1
Burping,D1_Burping_0028.wav,6.94,16000,1
Burping,D1_Burping_0029.wav,6.9,16000,1
Burping,D1_Burping_0030.wav,6.92,16000,1
Burping,D1_Burping_0031.wav,6.88,16000,1
Burping,D1_Burping_0032.wav,6.82,16000,1
Burping,D1_Burping_0033.wav,6.82,16000,1
Burping,D1_Burping_0034.wav,6.84,16000,1
Burping,D1_Burping_0035.wav,6.84,16000,1
Burping,D1_Burping_0038.wav,6.84,16000,1
Burping,D1_Burping_0039.wav,6.82,16000,1
Burping,D1_Burping_0040.wav,6.82,16000,1
Burping,D1_Burping_0041.wav,6.84,16000,1
Burping,D1_Burping_0043.wav,6.82,16000,1
Burping,D1_Burping_0044.wav,6.84,16000,1
Burping,D1_Burping_0045.wav,6.9,16000,1
Burping,D1_Burping_0046.wav,6.94,16000,1
Burping,D1_Burping_0047.wav,6.94,16000,1
Burping,D1_Burping_0048.wav,6.66,16000,1
Burping,D1_Burping_0049.wav,6.64,16000,1
Burping,D1_Burping_0050.wav,6.92,16000,1
Burping,D1_Burping_0051.wav,6.92,16000,1
Burping,D1_Burping_0052.wav,6.76,16000,1
Burping,D1_Burping_0053.wav,6.88,16000,1
Burping,D1_Burping_0054.wav,6.92,16000,1
Burping,D1_Burping_0055.wav,6.92,16000,1
Burping,D1_Burping_0056.wav,6.96,16000,1
Burping,D1_Burping_0057.wav,6.9,16000,1
Burping,D1_Burping_0058.wav,6.64,16000,1
Burping,D1_Burping_0059.wav,6.64,16000,1
Burping,D1_Burping_0060.wav,6.64,16000,1
Burping,D1_Burping_0061.wav,6.64,16000,1
Burping,D1_Burping_0062.wav,6.94,16000,1
Burping,D1_Burping_0063.wav,6.96,16000,1
Burping,D1_Burping_0064.wav,6.92,16000,1
Burping,D1_Burping_0065.wav,6.9,16000,1
Burping,D1_Burping_0066.wav,6.66,16000,1
Burping,D1_Burping_0067.wav,7.06,16000,1
Burping,D1_Burping_0068.wav,7.06,16000,1
Burping,D1_Burping_0069.wav,6.92,16000,1
Burping,D1_Burping_0070.wav,6.9,16000,1
Burping,D1_Burping_0071.wav,6.9,16000,1
Burping,D1_Burping_0072.wav,6.74,16000,1
Burping,D1_Burping_0073.wav,6.76,16000,1
Burping,D1_Burping_0074.wav,5.0,16000,1
Burping,D1_Burping_0075.wav,5.0,16000,1
Burping,D1_Burping_0076.wav,5.0,16000,1
Burping,D1_Burping_0077.wav,5.0,16000,1
Burping,D1_Burping_0078.wav,5.0,16000,1
Burping,D1_Burping_0079.wav,5.0,16000,1
Burping,D1_Burping_0080.wav,5.0,16000,1
Burping,D1_Burping_0081.wav,5.0,16000,1
Burping,D1_Burping_0082.wav,5.0,16000,1
Burping,D1_Burping_0083.wav,5.0,16000,1
Burping,D1_Burping_0084.wav,5.0,16000,1
Burping,D1_Burping_0085.wav,5.0,16000,1
Burping,D1_Burping_0086.wav,5.0,16000,1
Burping,D1_Burping_0087.wav,5.0,16000,1
Burping,D1_Burping_0088.wav,5.0,16000,1
Burping,D1_Burping_0089.wav,5.0,16000,1
Burping,D1_Burping_0090.wav,5.0,16000,1
Burping,D1_Burping_0091.wav,5.0,16000,1
Burping,D1_Burping_0092.wav,5.0,16000,1
Burping,D1_Burping_0093.wav,5.0,16000,1
Burping,D1_Burping_0094.wav,5.0,16000,1
Burping,D1_Burping_0095.wav,5.0,16000,1
Burping,D1_Burping_0096.wav,5.0,16000,1
Burping,D1_Burping_0097.wav,5.0,16000,1
Burping,D1_Burping_0098.wav,5.0,16000,1
Burping,D1_Burping_0099.wav,5.0,16000,1
Burping,D1_Burping_0100.wav,5.0,16000,1
Burping,D1_Burping_0101.wav,6.66,16000,1
Burping,D1_Burping_0102.wav,7.0,16000,1
Burping,D1_Burping_0103.wav,7.0,16000,1
Burping,D1_Burping_0104.wav,7.0,16000,1
Burping,D1_Burping_0105.wav,7.0,16000,1
Burping,D1_Burping_0106.wav,7.0,16000,1
Burping,D1_Burping_0107.wav,6.54,16000,1
Burping,D2_Burping_0109.wav,6.66,16000,1
Burping,D2_Burping_0110.wav,6.54,16000,1
Burping,D2_Burping_0111.wav,6.9,16000,1
Burping,D3_Burping_0112.wav,6.9,16000,1
Burping,D3_Burping_0113.wav,3.9,16000,1
Burping,D3_Burping_0114.wav,6.99,16000,1
Burping,D3_Burping_0115.wav,3.99,16000,1
Burping,D3_Burping_0116.wav,6.57,16000,1
Burping,D3_Burping_0117.wav,3.99,16000,1
Burping,D3_Burping_0118.wav,3.99,16000,1
Burping,D3_Burping_0119.wav,3.99,16000,1
Burping,D3_Burping_0120.wav,2.91,16000,1
Burping,D3_Burping_0121.wav,4.98,16000,1
Burping,D3_Burping_0122.wav,1.32,16000,1
Burping,D3_Burping_0123.wav,3.66,16000,1
Burping,D3_Burping_0124.wav,1.41,16000,1
Burping,D3_Burping_0125.wav,3.39,16000,1
Burping,D3_Burping_0126.wav,3.99,16000,1
Burping,D3_Burping_0127.wav,3.87,16000,1
Burping,D3_Burping_0128.wav,1.32,16000,1
Burping,D3_Burping_0129.wav,2.85,16000,1
Burping,D3_Burping_0130.wav,3.99,16000,1
Burping,D3_Burping_0131.wav,3.99,16000,1
Burping,D3_Burping_0132.wav,3.99,16000,1
Burping,D3_Burping_0133.wav,3.99,16000,1
Burping,D3_Burping_0134.wav,1.41,16000,1
Burping,D3_Burping_0135.wav,3.18,16000,1
Burping,D3_Burping_0136.wav,3.99,16000,1
Burping,D3_Burping_0137.wav,3.99,16000,1
Burping,D3_Burping_0138.wav,6.54,16000,1
Burping,D3_Burping_0139.wav,1.38,16000,1
Burping,D3_Burping_0140.wav,6.66,16000,1
Burping,D3_Burping_0141.wav,3.99,16000,1
Burping,D3_Burping_0142.wav,1.29,16000,1
Burping,D3_Burping_0143.wav,3.33,16000,1
Burping,D3_Burping_0144.wav,3.03,16000,1
Burping,D3_Burping_0145.wav,6.78,16000,1
Burping,D3_Burping_0146.wav,3.99,16000,1
Burping,D3_Burping_0147.wav,3.99,16000,1
Burping,D3_Burping_0148.wav,3.99,16000,1
Burping,D3_Burping_0149.wav,4.98,16000,1
Burping,D3_Burping_0150.wav,3.99,16000,1
Burping,D3_Burping_0151.wav,3.99,16000,1
Burping,D3_Burping_0152.wav,1.32,16000,1
Burping,D3_Burping_0153.wav,3.99,16000,1
Burping,D3_Burping_0154.wav,6.9,16000,1
Burping,D3_Burping_0155.wav,3.27,16000,1
Burping,D3_Burping_0156.wav,6.9,16000,1
Burping,D3_Burping_0157.wav,3.72,16000,1
Burping,D3_Burping_0158.wav,3.93,16000,1
Burping,D3_Burping_0159.wav,6.84,16000,1
Burping,D3_Burping_0160.wav,3.48,16000,1
Burping,D3_Burping_0161.wav,3.99,16000,1
Burping,D3_Burping_0162.wav,3.99,16000,1
Burping,D3_Burping_0163.wav,6.96,16000,1
Burping,D3_Burping_0164.wav,3.99,16000,1
Burping,D3_Burping_0165.wav,6.93,16000,1
Burping,D3_Burping_0166.wav,3.99,16000,1
Burping,D3_Burping_0167.wav,6.78,16000,1
Burping,D3_Burping_0168.wav,3.39,16000,1
Burping,D3_Burping_0169.wav,3.99,16000,1
Burping,D3_Burping_0170.wav,3.99,16000,1
Burping,D3_Burping_0171.wav,3.99,16000,1
Burping,D3_Burping_0172.wav,3.99,16000,1
Burping,D3_Burping_0173.wav,3.9,16000,1
Burping,D3_Burping_0174.wav,3.99,16000,1
Burping,D3_Burping_0175.wav,4.98,16000,1
Burping,D3_Burping_0176.wav,3.99,16000,1
Burping,D3_Burping_0177.wav,3.3,16000,1
Burping,D3_Burping_0178.wav,3.99,16000,1
Burping,D3_Burping_0179.wav,3.9,16000,1
Burping,D3_Burping_0180.wav,3.99,16000,1
Burping,D3_Burping_0181.wav,4.98,16000,1
Burping,D3_Burping_0182.wav,3.99,16000,1
Burping,D3_Burping_0183.wav,3.99,16000,1
Burping,D3_Burping_0184.wav,3.99,16000,1
Burping,D3_Burping_0185.wav,3.99,16000,1
Burping,D3_Burping_0186.wav,2.94,16000,1
Burping,D3_Burping_0187.wav,3.99,16000,1
Burping,D3_Burping_0188.wav,3.96,16000,1
Burping,D3_Burping_0189.wav,1.35,16000,1
